event_timestamp,registration_timestamp,inapp_size
1618404023,1611036125,1
1617105316,1611036125,3
1611522088,1611036514,5
1611522255,1611036514,3
1611522605,1611036514,5
1611522478,1611036514,3
1611524290,1611036514,10
1611361971,1611039629,3
1611360677,1611039629,10
1611509329,1611039629,3
1611359733,1611039629,5
1611644272,1611039629,10
1611907372,1611039629,10
1611908871,1611039629,10
1612081616,1611039629,10
1611908871,1611039629,10
1612374204,1611039629,10
1612374319,1611039629,20
1614885155,1611041497,3
1611044852,1611044486,1
1611045188,1611045020,3
1611051798,1611045020,3
1611135397,1611045885,1
1611566877,1611048542,5
1614412862,1611048465,5
1616950334,1611048355,1
1616950555,1611048355,1
1616949522,1611048355,1
1617028847,1611048355,1
1611200942,1611048813,10
1611545956,1611048813,5
1611551824,1611048813,10
1611728040,1611048813,3
1611810782,1611048813,20
1611917564,1611048813,5
1611110978,1611048813,3
1611139223,1611048813,5
1611224875,1611048813,1
1611727714,1611048813,3
1611912001,1611048813,10
1612002017,1611048813,10
1612348317,1611048813,10
1612426981,1611048813,10
1612523463,1611048813,3
1612608484,1611048813,10
1612608977,1611048813,5
1611111924,1611048813,10
1613301003,1611048813,20
1612427071,1611048813,10
1612454936,1611048813,1
1612612051,1611048813,1
1613186045,1611048813,3
1613214122,1611048813,10
1613819219,1611048813,5
1611136981,1611048813,3
1611220611,1611048813,5
1611396790,1611048813,20
1611917207,1611048813,10
1611977802,1611048813,10
1612002183,1611048813,3
1612068687,1611048813,20
1612407880,1611048813,1
1612431662,1611048813,1
1612523342,1611048813,10
1613036279,1611048813,10
1613142262,1611048813,5
1613143663,1611048813,1
1611051199,1611050036,5
1611055527,1611050036,3
1611305424,1611050734,10
1611304403,1611050734,3
1611827975,1611050734,1
1611057911,1611051358,100
1617727104,1611051799,3
1617291996,1611051799,3
1612952203,1611052428,3
1612952438,1611052428,10
1611146890,1611053530,5
1611094944,1611057250,10
1611495408,1611057373,5
1611375456,1611057682,3
1611454308,1611058186,10
1611454375,1611058186,5
1616967193,1611058186,10
1616967542,1611058186,5
1614932717,1611058186,10
1617350391,1611058186,10
1618141284,1611058186,3
1616402372,1611058186,1
1618141527,1611058186,3
1611124209,1611059609,3
1614218567,1611059609,20
1616944262,1611059609,10
1616247530,1611059609,10
1618022994,1611059609,20
1613135050,1611059609,10
1615565745,1611059609,10
1612024528,1611060024,5
1612024763,1611060024,5
1612186629,1611060024,10
1612186393,1611060024,10
1612285947,1611060024,5
1612446841,1611060024,10
1611063505,1611061994,5
1611064898,1611061994,10
1612007307,1611062708,20
1611147899,1611062708,10
1612007185,1611062708,20
1612007414,1611062708,50
1612091277,1611062708,20
1612007688,1611062708,50
1611237452,1611064207,3
1611443851,1611064656,3
1611580510,1611064656,3
1611580684,1611064656,10
1611580078,1611064656,5
1611243570,1611065477,3
1611244001,1611065477,5
1611244339,1611065477,3
1611483605,1611065477,1
1613718564,1611067427,1
1611416495,1611068119,10
1611524826,1611068119,1
1611416529,1611068119,3
1611161051,1611069479,3
1612259792,1611070957,1
1612195282,1611070957,3
1614384038,1611070957,3
1615064601,1611070957,1
1615064622,1611070957,1
1612627282,1611071720,5
1611384551,1611072578,5
1611385359,1611072578,3
1611353561,1611073221,3
1611344624,1611073221,3
1611444687,1611073221,5
1611353517,1611073221,3
1611368843,1611073221,10
1611762631,1611073784,3
1611935435,1611073784,10
1611948979,1611073784,3
1614171387,1611073784,3
1611074522,1611074505,1
1612982870,1611075473,1
1612982966,1611075473,1
1612983014,1611075473,1
1611151342,1611076599,3
1611078222,1611077961,20
1611706316,1611077961,20
1612982310,1611077961,10
1613189910,1611077961,100
1611329671,1611077961,20
1612983168,1611077961,20
1611162617,1611077961,20
1611449327,1611077961,5
1611082512,1611078971,3
1611236688,1611080184,10
1611150281,1611080184,5
1611328494,1611083724,1
1611088650,1611085390,5
1611185199,1611085390,3
1611239729,1611085390,1
1611463219,1611085558,5
1611520852,1611085558,5
1611450526,1611086236,3
1613585234,1611086020,3
1611406042,1611086455,3
1615382810,1611086455,10
1615832646,1611086455,3
1617475110,1611086455,5
1611088523,1611086793,1
1614173376,1611091316,1
1614173533,1611091316,3
1614173327,1611091316,10
1614173493,1611091316,5
1614320705,1611091316,5
1614321642,1611091316,3
1614406876,1611091316,50
1614408413,1611091316,10
1614324169,1611091316,3
1614324285,1611091316,3
1614403031,1611091316,10
1614074825,1611091316,10
1614173354,1611091316,10
1614173400,1611091316,5
1614173512,1611091316,3
1614173567,1611091316,3
1614321218,1611091316,5
1614323386,1611091316,10
1614403176,1611091316,5
1614407917,1611091316,10
1614410534,1611091316,100
1618290674,1611091316,10
1618530833,1611091316,10
1618531088,1611091316,20
1618620620,1611091316,20
1618531347,1611091316,50
1618531656,1611091316,50
1618532413,1611091316,10
1618292108,1611091316,10
1618531463,1611091316,50
1618531683,1611091316,50
1611684833,1611092285,3
1611192892,1611093074,5
1611286525,1611093779,3
1611287088,1611093779,1
1618692162,1611094198,3
1611263840,1611094775,3
1611153096,1611095217,5
1611133716,1611096855,3
1616974269,1611096820,5
1614534838,1611096820,5
1615224077,1611096820,10
1616198616,1611096820,5
1617318821,1611096820,10
1611144509,1611097277,10
1611145036,1611097277,10
1611331590,1611097277,3
1611311718,1611097277,1
1611311778,1611097277,1
1612289056,1611097379,3
1612289184,1611097379,10
1611283124,1611099503,3
1611238130,1611099507,5
1611122236,1611099658,5
1611215971,1611100950,1
1613446338,1611100926,3
1611975919,1611102502,1
1613271753,1611102502,1
1613271780,1611102502,1
1611975857,1611102502,10
1611975898,1611102502,1
1614493179,1611102502,3
1614474778,1611102502,3
1614475504,1611102502,3
1613205676,1611102502,10
1614474929,1611102502,5
1614475548,1611102502,1
1611798054,1611104969,3
1611105641,1611105421,100
1611111379,1611106092,5
1611335441,1611109854,3
1611594654,1611109854,1
1611594614,1611109854,1
1611111870,1611109899,5
1613953965,1611109899,1
1611111772,1611109899,10
1611943480,1611111822,3
1611943612,1611111822,5
1611318092,1611112559,1
1611318158,1611112559,3
1611318327,1611112559,3
1611234792,1611112559,3
1611660126,1611112559,3
1611728524,1611112559,3
1611318398,1611112559,1
1611660056,1611112559,1
1611660056,1611112559,3
1611737993,1611112559,5
1612487284,1611113028,5
1612487117,1611113028,3
1611129654,1611113638,5
1611474916,1611117912,10
1611549285,1611118464,5
1611621435,1611118464,10
1611119633,1611118963,3
1611120832,1611120254,10
1611124481,1611120254,10
1611186904,1611120254,3
1611186939,1611120254,3
1611211829,1611120254,20
1611443550,1611120254,10
1611120627,1611120254,10
1611121880,1611120254,5
1611124830,1611120254,10
1611129905,1611120254,3
1611194569,1611120254,3
1611124462,1611120254,10
1611443668,1611120254,5
1612921481,1611120142,5
1612996015,1611120142,10
1611122298,1611120652,5
1614714539,1611120652,3
1611401505,1611121859,1
1611401716,1611121859,1
1611126015,1611124620,3
1611126057,1611124620,3
1611694235,1611124620,3
1612004862,1611124620,5
1611935788,1611124620,3
1611308361,1611127080,3
1611917144,1611128065,3
1612004085,1611128065,5
1611429209,1611127999,3
1613312663,1611128008,3
1616843290,1611128008,5
1614975187,1611128008,5
1616327809,1611128008,5
1615656293,1611128008,5
1615951217,1611129999,5
1611165693,1611130354,20
1611165716,1611130354,10
1611165772,1611130354,10
1611529146,1611130725,3
1611529550,1611130725,5
1611372314,1611132772,3
1611372352,1611132772,3
1611372365,1611132772,5
1611237317,1611136940,10
1611481019,1611138717,3
1611174012,1611139160,3
1615060903,1611139857,1
1615112385,1611140357,1
1613312646,1611140988,3
1611148596,1611142494,3
1612049373,1611148509,5
1611175545,1611148509,5
1612153815,1611148509,10
1611177508,1611149438,1
1614521582,1611150340,3
1611323274,1611150669,5
1613165710,1611152868,3
1613165807,1611152868,3
1613166427,1611152868,3
1613165637,1611152868,3
1613165677,1611152868,10
1613165744,1611152868,3
1613165778,1611152868,10
1613165840,1611152868,3
1613166045,1611152868,1
1613165652,1611152868,3
1613165695,1611152868,5
1613165758,1611152868,10
1613165823,1611152868,5
1611159488,1611153821,3
1611290422,1611153821,1
1611290452,1611153821,1
1611155344,1611153821,5
1611444601,1611154098,3
1613115991,1611154817,5
1611634597,1611155551,10
1611664074,1611155551,3
1611634541,1611155551,5
1611655287,1611155551,5
1611160132,1611156694,10
1611159367,1611158787,1
1611321000,1611160010,5
1611242264,1611160010,5
1611296250,1611160010,5
1611434956,1611160323,20
1611435216,1611160323,20
1611435337,1611160323,10
1611435589,1611160323,10
1611435677,1611160323,10
1611436258,1611160323,10
1611437258,1611160323,10
1611437665,1611160323,5
1611438241,1611160323,20
1611438284,1611160323,10
1611438378,1611160323,10
1611444341,1611160323,20
1611444806,1611160323,5
1611497603,1611160323,20
1611535741,1611160323,10
1611358806,1611160323,20
1611434775,1611160323,20
1611436305,1611160323,100
1611438797,1611160323,5
1611438973,1611160323,5
1611444528,1611160323,10
1611497697,1611160323,10
1611358731,1611160323,5
1611437319,1611160323,20
1611438345,1611160323,10
1611444418,1611160323,20
1611444717,1611160323,20
1611886804,1611160732,3
1611251917,1611160732,5
1611593348,1611161191,3
1612036155,1611161191,3
1611222351,1611162217,5
1611164588,1611162613,3
1611348595,1611163604,1
1611165609,1611164398,5
1611423168,1611164646,1
1611766005,1611164731,3
1614436896,1611164731,5
1612205759,1611165204,1
1612205778,1611165204,1
1611407660,1611165720,3
1611220810,1611165720,5
1611823994,1611166734,1
1611300934,1611168095,1
1617991418,1611168461,3
1615552605,1611168632,3
1611169454,1611168994,3
1617601373,1611168962,5
1611172925,1611171262,10
1611172936,1611171262,10
1611675086,1611171285,5
1612321133,1611171285,3
1611413611,1611172046,5
1614443421,1611172060,5
1614873381,1611172060,1
1616326053,1611172060,5
1616510992,1611172060,3
1614443631,1611172060,3
1616325998,1611172060,3
1616511028,1611172060,1
1611237274,1611172452,1
1611244268,1611172452,1
1611259714,1611172452,1
1611270115,1611172452,1
1614029494,1611172970,1
1611355249,1611172970,5
1614029536,1611172970,1
1614388848,1611172970,3
1618846113,1611173390,10
1618931279,1611173390,5
1611346726,1611173604,20
1611235238,1611173604,5
1612200410,1611174888,3
1615042010,1611175573,5
1615466332,1611176215,5
1615466668,1611176215,10
1611178620,1611178400,5
1611178734,1611178400,10
1611233052,1611178521,3
1611967600,1611179366,5
1612218138,1611179366,10
1614772593,1611179339,10
1615997918,1611179518,3
1611708282,1611179882,10
1611711934,1611179882,1
1611711959,1611179882,1
1611202718,1611179857,5
1611537026,1611179857,5
1611866895,1611179857,5
1613626412,1611179857,3
1613852941,1611179857,5
1611187254,1611180028,10
1611187325,1611180028,5
1611220696,1611180028,5
1611235809,1611180028,3
1611328710,1611180028,10
1611190106,1611180028,3
1611236506,1611180028,5
1612907189,1611180028,10
1611236733,1611180028,3
1611236845,1611180028,5
1611284307,1611180028,3
1611429307,1611180028,5
1611429324,1611180028,20
1611439232,1611180410,3
1614479098,1611180452,5
1614265624,1611181773,5
1614427198,1611181773,5
1614427138,1611181773,5
1611189270,1611182795,1
1614208324,1611182582,3
1614556723,1611183072,1
1614556863,1611183072,1
1615840335,1611183072,5
1614551568,1611183072,3
1618075260,1611183072,5
1615840548,1611183072,1
1614556903,1611183072,1
1611431834,1611183091,5
1611431876,1611183091,3
1611227150,1611184296,5
1611339411,1611184338,3
1611185567,1611184354,5
1615251406,1611185694,10
1611458792,1611187818,5
1611189297,1611188067,5
1614518447,1611188500,5
1614384146,1611190301,3
1611509969,1611190301,5
1617144990,1611190301,3
1611538869,1611191302,5
1611538782,1611191302,5
1613359629,1611191302,20
1614313154,1611191302,3
1615417877,1611191302,1
1611272686,1611191732,3
1611283453,1611191732,1
1611283532,1611191732,10
1611283548,1611191732,10
1611283569,1611191732,10
1611283591,1611191732,10
1611283469,1611191732,1
1611283491,1611191732,10
1611369427,1611192008,10
1615040380,1611192945,3
1611273731,1611194945,5
1617069449,1611195445,1
1617924604,1611195445,5
1617075206,1611195445,5
1617129012,1611195445,3
1617925661,1611195445,5
1617925789,1611195445,1
1617069378,1611195445,3
1617129043,1611195445,1
1617925850,1611195445,1
1611236020,1611196726,3
1611263578,1611196726,1
1611275949,1611196909,10
1612744747,1611196909,5
1611738830,1611201558,3
1611287151,1611203044,3
1613596298,1611203044,10
1616463710,1611203044,5
1611270488,1611203860,3
1611623550,1611203860,10
1611368447,1611203606,5
1612061239,1611203606,3
1612745139,1611203606,5
1612745212,1611203606,3
1612745462,1611203606,5
1612745312,1611203606,5
1613355971,1611203606,5
1615143007,1611203606,3
1611368739,1611203606,3
1611368943,1611203606,1
1611444336,1611203606,1
1612061150,1611203606,5
1612745976,1611203606,1
1612745990,1611203606,1
1612746011,1611203606,1
1617794694,1611204619,5
1617759977,1611204619,20
1617761451,1611204619,50
1611925317,1611205685,3
1611494888,1611205891,3
1617212151,1611205645,3
1614799811,1611205645,3
1615490759,1611205645,3
1617137221,1611205645,3
1614491976,1611205645,1
1614533722,1611205645,3
1614714168,1611205645,3
1611208276,1611206919,5
1615858064,1611206773,5
1615909952,1611206773,1
1612885932,1611208127,5
1613395423,1611208127,10
1612061805,1611208127,5
1614508417,1611208127,10
1614508992,1611208127,20
1613224027,1611208127,1
1614400164,1611208127,3
1614515866,1611208127,5
1615107999,1611208127,5
1614688735,1611208127,5
1615107959,1611208127,5
1615731423,1611208127,10
1615733580,1611208127,10
1615956830,1611208127,1
1616338472,1611208127,10
1617259463,1611208127,50
1617259508,1611208127,10
1618745607,1611208127,20
1618745752,1611208127,10
1617259708,1611208127,5
1611569392,1611208127,3
1611798045,1611208127,3
1618745839,1611208127,3
1612543772,1611208127,1
1612962471,1611208127,3
1613223994,1611208127,5
1613760687,1611208127,1
1614508321,1611208127,10
1614562756,1611208127,10
1614595980,1611208127,5
1615715813,1611208127,100
1615733669,1611208127,3
1618745824,1611208127,5
1611406376,1611209535,5
1611213262,1611209535,3
1615555393,1611211105,3
1615555718,1611211105,3
1616213647,1611211105,5
1616213681,1611211105,3
1616213786,1611211105,5
1616213890,1611211105,3
1615137555,1611210922,1
1615137616,1611210922,5
1611473824,1611210922,3
1618242514,1611210893,3
1615708788,1611215449,5
1611768403,1611215449,3
1611297006,1611216828,3
1611260925,1611219044,3
1613679831,1611219044,1
1613784948,1611219044,5
1616601570,1611219044,10
1616601635,1611219044,3
1616937142,1611219044,5
1615945690,1611219044,5
1616097792,1611219044,10
1615910515,1611219044,10
1615945640,1611219044,3
1616937179,1611219044,10
1614010228,1611219860,5
1611224002,1611223253,1
1611287869,1611223632,10
1611239996,1611225944,1
1611546337,1611225944,5
1615205269,1611227253,1
1611318345,1611228910,3
1615036122,1611229650,3
1615036193,1611229650,3
1613124548,1611230163,5
1611360779,1611230163,5
1611316271,1611230163,3
1613726011,1611230163,5
1614333054,1611230163,3
1613547368,1611230163,3
1614488290,1611230163,5
1613278158,1611229976,5
1613392050,1611229976,10
1611232839,1611231052,1
1611305335,1611231052,1
1612177723,1611231052,1
1611305768,1611231052,1
1611234259,1611232680,1
1611324517,1611233545,3
1611416822,1611233545,5
1611416892,1611233545,5
1611423088,1611233545,10
1613246773,1611233545,10
1613297066,1611233545,20
1613316152,1611233545,3
1612613733,1611233545,10
1612614169,1611233545,5
1613494059,1611233545,5
1613585924,1611233545,20
1614397984,1611233545,5
1614413533,1611233545,5
1614396281,1611233545,10
1614421643,1611233545,3
1614423621,1611233545,3
1614610383,1611233545,10
1615037215,1611233545,10
1615037361,1611233545,10
1615037545,1611233545,3
1611416846,1611233545,5
1611417440,1611233545,10
1611915821,1611233545,10
1614610340,1611233545,5
1614790013,1611233545,10
1614873564,1611233545,10
1616254412,1611233545,10
1616258976,1611233545,10
1616586740,1611233545,10
1616586812,1611233545,10
1616911430,1611233545,10
1616933150,1611233545,3
1617015102,1611233545,20
1612280374,1611233545,5
1612340179,1611233545,10
1612635769,1611233545,5
1613387507,1611233545,5
1613676794,1611233545,5
1613807898,1611233545,3
1614015995,1611233545,5
1614395768,1611233545,5
1614397950,1611233545,20
1614587348,1611233545,3
1614610438,1611233545,3
1615620561,1611233545,5
1616158777,1611233545,5
1616949280,1611233545,10
1612316367,1611233924,1
1613055813,1611236511,10
1611313036,1611236511,10
1611837436,1611236511,10
1611837458,1611236511,5
1612097603,1611236511,10
1612268012,1611236511,20
1611257295,1611237837,5
1611768186,1611237837,3
1611428301,1611238003,10
1611595893,1611238003,5
1611376677,1611238003,5
1611340495,1611238324,3
1611340473,1611238324,3
1612013046,1611240473,10
1616345633,1611240487,3
1611722375,1611240627,3
1611336189,1611241691,5
1618498766,1611241983,3
1618731258,1611241983,3
1618690002,1611241983,5
1617980036,1611244220,3
1617979997,1611244220,3
1611542335,1611244494,5
1613260940,1611245767,10
1611250336,1611246929,3
1611325919,1611246929,10
1611368400,1611246929,10
1611279452,1611246929,3
1611306185,1611246929,5
1611249586,1611248391,10
1611817031,1611248391,10
1611447167,1611248391,3
1611492896,1611248391,1
1611660538,1611248391,5
1612474237,1611248391,3
1612474366,1611248391,1
1614949525,1611248391,10
1617444574,1611248391,20
1611249618,1611248391,3
1611447068,1611248391,5
1611447193,1611248391,3
1611845821,1611248391,10
1611853371,1611248391,50
1611853912,1611248391,20
1611854060,1611248391,3
1612167858,1611248391,20
1612281977,1611248391,5
1612474382,1611248391,1
1614963074,1611248380,5
1614966691,1611248380,1
1614965790,1611248380,5
1611416571,1611248974,5
1612538023,1611249884,5
1612787718,1611249884,3
1612450095,1611249884,3
1612617299,1611249884,10
1612043643,1611250174,10
1613347099,1611250174,3
1611445887,1611250174,5
1612043694,1611250174,3
1612127683,1611250174,10
1611506554,1611250174,5
1615757443,1611250174,5
1612586269,1611250174,5
1613786473,1611250174,5
1613799658,1611250174,1
1612576470,1611250174,5
1612586225,1611250174,5
1612586325,1611250174,5
1613331599,1611250174,10
1615851306,1611250174,3
1615851351,1611250174,1
1616468613,1611250174,5
1616468710,1611250174,3
1613786041,1611250174,3
1615757575,1611250174,3
1615757636,1611250174,1
1616468662,1611250174,3
1611250695,1611250462,1
1611282573,1611250638,5
1611370777,1611250638,3
1611505089,1611250772,5
1617804256,1611250996,1
1617946756,1611250996,3
1616506008,1611251359,1
1611553143,1611252373,5
1611253310,1611252552,1
1611924090,1611255862,3
1618602005,1611255987,5
1618603507,1611255987,3
1611463090,1611256152,1
1611267917,1611261159,3
1611274556,1611261159,3
1611263750,1611261159,5
1617138736,1611262787,1
1612172372,1611263971,5
1611267942,1611264619,5
1611269997,1611264619,3
1611523908,1611264658,5
1614645496,1611266684,5
1611398812,1611266930,5
1611524740,1611266930,10
1611307145,1611270203,3
1614683145,1611271855,5
1613342165,1611272776,5
1611525511,1611272776,5
1616867041,1611272776,5
1615169165,1611272776,10
1615330875,1611272776,3
1618013261,1611272776,5
1618671975,1611272776,3
1616276963,1611272776,5
1617365176,1611272776,10
1618618440,1611272776,5
1615549013,1611272928,10
1617214943,1611272928,3
1618099493,1611272928,5
1618345520,1611272928,3
1611495745,1611275070,3
1611532669,1611275070,3
1612379695,1611275864,3
1611277854,1611275864,5
1612376207,1611275864,3
1612636964,1611275864,10
1611282549,1611276116,1
1611371221,1611276443,1
1611281381,1611276734,3
1611278722,1611276734,5
1611373242,1611276636,3
1611882471,1611276636,5
1611806446,1611276636,3
1611336601,1611278574,1
1612899017,1611280099,3
1612852236,1611280990,10
1612777070,1611280990,5
1613048740,1611280990,1
1617334498,1611282425,5
1618624624,1611282425,1
1611566619,1611284273,5
1611566657,1611284273,1
1611694498,1611284273,10
1611695192,1611284273,5
1611826236,1611286940,1
1612000563,1611286940,5
1611769723,1611286940,3
1612088909,1611286940,5
1611769506,1611286940,3
1611822041,1611286940,3
1611823482,1611286940,3
1612250557,1611286940,3
1611290924,1611287022,10
1617262846,1611288643,10
1617579716,1611288643,10
1612055018,1611288919,3
1611717985,1611288919,5
1615075263,1611288919,5
1611322628,1611292222,5
1611328517,1611292222,3
1611328682,1611292222,3
1611373137,1611292222,3
1611510485,1611293135,3
1611516982,1611293135,5
1611517593,1611293135,5
1611517510,1611293135,10
1611398303,1611293684,1
1611295246,1611294546,1
1611295651,1611294546,1
1611336409,1611295942,3
1611298074,1611297848,5
1611917814,1611304554,3
1611855836,1611304554,3
1611856157,1611304554,5
1611911486,1611304554,3
1611923975,1611304554,3
1611559873,1611305761,5
1611307283,1611306025,5
1611401333,1611306025,3
1611582259,1611307907,3
1611392218,1611308490,5
1612139376,1611308914,5
1611922595,1611309820,10
1611500198,1611310309,5
1611500245,1611310309,3
1611502685,1611310309,5
1611468579,1611310447,5
1611468653,1611310447,5
1611468745,1611310447,3
1611746581,1611311150,3
1618635123,1611313903,3
1618236686,1611313903,5
1611317537,1611314550,5
1611585830,1611314550,10
1618297359,1611314705,5
1617186056,1611314705,3
1618634122,1611314705,3
1617526682,1611314711,3
1618297185,1611314711,1
1618631391,1611314711,3
1617870561,1611314711,5
1618235098,1611314711,10
1611422724,1611315042,5
1610776331,1610112281,3
1611916545,1611316824,3
1611824728,1611316824,3
1611909990,1611316824,5
1611752504,1611316714,5
1611752548,1611316714,10
1611397386,1611317844,3
1611830691,1611317844,3
1611830858,1611317844,3
1611830902,1611317844,3
1611831922,1611317844,3
1611831968,1611317844,5
1612421833,1611317844,1
1612421908,1611317844,1
1612421988,1611317844,1
1612438906,1611317844,1
1611323521,1611317844,1
1611323536,1611317844,1
1611396437,1611317844,3
1611408427,1611317844,1
1611397248,1611317844,5
1611830120,1611317844,3
1611830843,1611317844,3
1612421931,1611317844,1
1612422014,1611317844,1
1613042212,1611317844,20
1613042517,1611317844,10
1612351327,1611317844,3
1612351375,1611317844,3
1612386179,1611317844,10
1612386305,1611317844,20
1612386472,1611317844,3
1612438612,1611317844,3
1612917606,1611319007,5
1611323048,1611320378,1
1611322590,1611320378,1
1611323150,1611320378,1
1615029518,1611320590,5
1616052468,1611320874,5
1616052809,1611320874,1
1611909585,1611320874,5
1611909644,1611320874,3
1612070062,1611320874,10
1612070268,1611320874,1
